No.,Domain,Title,Description,Utilitarianism,Deontology,Virtue Ethics,Care Ethics,Sources
81,Business,Legal wage or living wage,"A retailer's overseas supplier pays the legal minimum wage, but workers say it does not cover basic living costs. Raising wages would increase prices and might reduce orders or jobs. The buyer must keep the legal rate or require a higher living wage.","A wage floor above the local market raises pay for whoever keeps a job and removes the jobs that no longer clear. In a district with few alternatives, the orders themselves are the benefit. Keep the legal rate and expand the order book.",Legal compliance is not the whole obligation when a company knowingly relies on wages too low for basic needs. Workers must not be used merely as cheap inputs. The buyer should require pay compatible with decent subsistence and safe employment.,A firm shows what it thinks workers are worth through the conditions it is willing to purchase. Hiding behind the legal minimum makes compliance a ceiling on responsibility. Requiring better pay makes the supply relationship less dependent on convenient poverty.,"These wages enter particular households as rent, food, medicine, and school costs. Walking away from the supplier could also remove that income completely. A responsible buyer should raise pay gradually while keeping orders stable enough to protect those families.","Werner A, Lim M. (2016), “The Ethics of the Living Wage: A Review and Research Agenda,” Journal of Business Ethics. https://link.springer.com/article/10.1007/s10551-015-2562-z"
82,Business,Child labor at a supplier,A brand discovers that a supplier employs children whose families depend on their wages. Ending the contract would remove the children from this factory but may push them into worse work. The buyer must terminate immediately or fund remediation while continuing the contract.,Immediate termination cleans the buyer's supply chain but may leave the children poorer and less safe. Keeping the supplier temporarily while funding school access and replacement family income addresses the harm without removing livelihood. Remediation leaves fewer people worse off.,"Children have a claim not to be used in prohibited labor, and commercial benefit cannot excuse that violation. The buyer may continue only as part of a verified remediation plan that ends the work promptly. An ordinary business relationship cannot continue unchanged.",A company can protect its reputation faster than it can protect a child. Cutting the supplier loose may display purity while exporting the problem elsewhere. Staying long enough to repair the situation makes responsibility more than distancing the brand from blame.,"The child is connected to parents, siblings, school, and the income that keeps the household functioning. Removing one harmful relationship without replacing what it provided can deepen another harm. Remediation should keep the family supported while the child leaves work.","International Labour Organization (2021), “Supplier guidance on preventing, identifying and addressing child labour.” https://www.ilo.org/publications/supplier-guidance-preventing-identifying-and-addressing-child-labour"
83,Business,Defect in an implanted device,"A medical-device maker finds a small failure risk in an implanted product already used by patients. Warning everyone may trigger risky removal surgeries, while silence denies patients information about their own bodies. Executives must notify all affected patients or monitor quietly through physicians.","Notifying everyone converts a small failure risk into thousands of explant operations, each carrying its own surgical mortality. The removals will kill more people than the defect does. Monitor through physicians and warn only where risk is concentrated.",Patients carrying the device are entitled to material information needed for decisions about their own bodies. The manufacturer cannot withhold a known defect because disclosure may produce difficult choices. Notify patients through their clinicians and let informed individuals decide what follows.,A defect tests whether the manufacturer sees uncertainty as a reason for candor or concealment. Quiet monitoring protects the company from alarm as much as patients from surgery. Open risk communication accepts that trust requires sharing bad information before certainty arrives.,"Each patient lives differently with the implanted device, and a population-wide recall cannot capture those differences. Clinicians should contact patients personally, explain both failure and surgery risks, and remain available afterward. The relationship must carry the uncertainty rather than secrecy.","U.S. Food and Drug Administration, “What is a Medical Device Recall?” https://www.fda.gov/medical-devices/medical-device-recalls-and-early-alerts/what-medical-device-recall"
84,Business,Customer encryption and lawful access,A technology company sells encrypted devices that even the company cannot unlock. Investigators present a lawful order seeking access to one serious criminal case. Building special access could help the investigation but create a method others may exploit. Executives must build access or refuse.,"One investigation may prevent serious harm, yet a reusable access method can weaken security for millions of ordinary users and future targets. Because that vulnerability scales beyond this case, refusing to create it produces the safer overall consequences despite the investigative loss.","A lawful order creates a serious obligation to assist legitimate investigation, but it does not automatically require creating a new capability that compromises other customers' security. The company should comply with information it possesses while refusing to manufacture a general vulnerability.","The company promised security before the difficult case arrived. Creating an exceptional weakness under pressure would show that promise lasts only until keeping it becomes costly. Refusal demonstrates constancy of purpose, provided leaders also cooperate fully through methods that do not undermine the product.","The victim of the investigated crime deserves help, while millions of customers depend on the same encryption for safety from abuse, theft, and surveillance. The company should support investigators through other evidence without changing a protective relationship relied on by everyone else.","National Academies of Sciences, Engineering, and Medicine (2018), “Decrypting the Encryption Debate: A Framework for Decision Makers.” https://www.nationalacademies.org/read/25010"
85,Business,Pricing a breakthrough medicine,A pharmaceutical company owns a newly approved treatment that can transform a serious illness. A very high price would fund investors and future research but leave many patients without access. The board must choose a premium price or a lower price that expands treatment.,"Today's patients are visible and tomorrow's are not, but the pipeline is paid for out of prices like this one. A premium price on one treatment funds the treatments that do not yet exist. Set the price high and licence generically later.","A patent grants control over the medicine, not permission to exploit desperate need without limit. Patients remain persons with serious claims to access, while investors also have legitimate contractual interests. The company should set a fair sustainable price rather than maximize what illness permits.",Scarcity of a cure can make market power feel like ordinary pricing power. A company that extracts the maximum from desperation becomes shaped by that choice. Charging less while remaining viable shows commercial success need not depend on testing how much suffering can bear.,"The medicine reaches the company as revenue but reaches patients as time, health, and continued family life. Pricing should begin from those dependent on treatment, including people without strong insurance or wealth. A lower sustainable price keeps that relationship from becoming exclusion.","Parker-Lue S, Santoro M, Koski G. (2015), “The Ethics and Economics of Pharmaceutical Pricing,” Annual Review of Pharmacology and Toxicology. https://pubmed.ncbi.nlm.nih.gov/25149920/"
86,Business,Classifying platform drivers,"A ride platform controls fares, ratings, and access to customers, while drivers choose when to log in and use their own cars. Employee status would bring protections but raise costs and reduce flexibility. The company must classify drivers as employees or independent contractors.","Contractor status preserves flexible entry and may keep prices lower, but workers can carry accident, illness, and income risks the platform helps create. Given the company's control over core terms, employee status better distributes those costs and produces more secure overall welfare.","Classification should follow the real relationship rather than whichever label costs the company less. When the platform controls essential terms of work, it assumes corresponding obligations toward those performing it. Drivers should receive employee protections if the substance of the relationship is employment.","Calling workers independent while controlling price, access, and discipline lets the company keep authority without acknowledging what authority makes it. An institution that names the relationship honestly is less likely to build its business on responsibility shifted downward.","A driver absorbs fuel, injury, illness, and unstable demand personally while the platform organizes the work around them. Employment protections keep those risks from falling entirely on households that depend on each week's earnings, even if some scheduling flexibility is reduced.","International Labour Organization (2021), “The role of digital labour platforms in transforming the world of work.” https://www.ilo.org/publications/flagship-reports/role-digital-labour-platforms-transforming-world-work"
87,Business,Choosing a ship recycling yard,A shipping company must retire an old vessel. A cheaper recycling yard provides many local jobs but has weaker worker protections and hazardous conditions. A certified safer yard costs more and reduces the sale value. Executives must choose the cheaper yard or safer facility.,"The cheaper yard supports employment and recycles valuable material, but severe injuries and toxic exposure impose costs workers cannot easily avoid. Paying more for a safer facility preserves the recycling benefit while reducing concentrated harm. The company should choose the safer yard.","Selling the vessel does not end responsibility for foreseeable conditions under which it will be dismantled. Workers may need the job, but that need cannot make avoidable danger acceptable. The company should contract with a facility that meets credible safety standards.",The last owner decides whether responsibility ends when the ship leaves its books. Choosing the lowest bidder while knowing how the savings are produced makes distance a moral excuse. Paying for safer recycling keeps stewardship attached to the asset until its end.,"The men at the cheaper yard are not an abstraction either, and the ship leaving takes their work with it. Standards written far away are enforced on people who were not asked. Send it there, and pay for the equipment they lack.","International Labour Organization (2004), “Safety and health in shipbreaking: Guidelines for Asian countries and Turkey.” https://www.ilo.org/publications/safety-and-health-shipbreaking-guidelines-asian-countries-and-turkey"
88,Business,Microfinance growth and poorer borrowers,"A microfinance lender can attract commercial funding by making larger loans to safer, better-off borrowers. That strategy would expand the institution and stabilize finances but leave fewer resources for poorer clients it was created to serve. Leaders must pursue growth or preserve poorer outreach.","Commercial growth can fund more lending overall, and larger reliable loans may subsidize smaller ones. If expansion genuinely increases the number of poor borrowers ultimately served, accepting commercial capital is worthwhile. Growth should proceed with a measurable floor protecting poorer outreach.",The institution was entrusted with a stated purpose of serving people excluded from ordinary finance. Quietly replacing them with safer customers while keeping the social mission in public language breaks that commitment. Growth is permissible only if the original beneficiaries remain substantively included.,"Mission drift often begins without anyone announcing a new mission. Targets, incentives, and easier clients slowly redefine what success means. Leaders should notice that change before profitability becomes the institution's identity and preserve practices that keep difficult borrowers visible.",Poorer borrowers are precisely the people with the fewest alternative lenders when this institution moves upward. Growth that leaves them behind breaks a relationship built around exclusion from mainstream finance. Expansion should be structured so their access does not become the sacrifice.,"Maîtrot M. (2019), “Understanding Social Performance: A ‘Practice Drift’ at the Frontline of Microfinance Institutions in Bangladesh,” Development and Change. https://onlinelibrary.wiley.com/doi/full/10.1111/dech.12398"
89,Business,Marketing infant formula safely,"A formula producer wants to expand sales where many families lack reliable clean water and health information. Advertising may help parents who need substitutes find a product, but aggressive promotion can displace safer breastfeeding. Managers must market broadly or restrict promotion to health-guided channels.","Formula is essential for some infants, but broad promotion can change feeding choices far beyond those cases and increase infection where preparation is unsafe. Restricting promotion while keeping the product available through reliable health information prevents more harm across families.","Parents are entitled to accurate information rather than persuasion that exploits uncertainty about infant feeding. The company may sell a lawful substitute, but it should not manipulate caregivers into abandoning safer options without informed reasons. Promotion should be restricted and factual.",A market opportunity becomes revealing when customers cannot easily evaluate the risk attached to increased consumption. A company that moderates its own promotion refuses to turn informational advantage into sales pressure. Restraint here protects the difference between serving demand and manufacturing it.,"An infant depends entirely on the caregiver's feeding decision and on whether safe preparation is actually possible at home. Marketing should support that bond with clear guidance, not add pressure. Promotion belongs where families can receive help choosing and using substitutes safely.","World Health Organization (2024), “Marketing of breast-milk substitutes: national implementation of the international code, status report 2024.” https://www.who.int/publications/b/74180"
90,Business,Sales targets and customer consent,"A bank's ambitious sales targets have increased revenue, but complaints show some employees opening products customers did not clearly request. Lowering targets may slow growth and reduce bonuses. Senior leaders must keep the targets with tighter monitoring or reduce them and accept lower sales.","High targets create real revenue, yet even a small rate of unauthorized sales can spread fees, complaints, remediation costs, and mistrust across many customers. Reducing the targets removes the incentive at its source and is likely to produce the better long-term outcome.",Customer consent is not a performance variable that may be traded against growth. Management must design incentives that do not pressure employees to obtain products without genuine authorization. Targets should be reduced when the system predictably undermines that basic requirement.,"Targets teach employees what leadership actually rewards. If managers praise numbers while treating complaints as an implementation problem, the institution becomes fluent in looking away. Lowering the targets admits that growth achieved through compromised consent is not success worth keeping.",Frontline employees and customers meet inside the pressure created by senior management. Extreme targets can make workers fear missing quotas and customers absorb the result. Reducing the pressure protects both sides of that relationship instead of asking monitoring to repair it afterward.,"Consumer Financial Protection Bureau (2016), “CFPB Warns Financial Companies About Sales and Production Incentives That May Lead to Fraud or Consumer Abuse.” https://www.consumerfinance.gov/archive/newsroom/cfpb-warns-financial-companies-about-sales-and-production-incentives-may-lead-fraud-or-consumer-abuse/"
91,Business,Automation and workforce layoffs,"A manufacturer can automate a large part of production and remain competitive, but many long-serving workers would lose their jobs. Delaying automation protects employment for now but raises the risk the whole plant later becomes uncompetitive. Executives must automate quickly or phase the change.","Rapid automation may preserve the company yet concentrate severe losses on workers and the surrounding economy. A phased transition with retraining captures much of the productivity gain while giving people time to move. Unless delay threatens survival, phasing distributes the loss more tolerably.","Workers are not guaranteed permanent jobs, and management may adopt productive technology when business conditions require it. But long service creates obligations of fair notice and honest transition. Automation is permissible if layoffs follow transparent terms rather than treating people as disposable costs.","Loyalty that keeps people in work the firm cannot sustain is sentimentality wearing gratitude's clothes, and it ends with everyone losing the job at once. The honest course is to move quickly, say so plainly, and pay generously on the way out.","The lost job may also be a mortgage payment, school fee, medical coverage, and community role. A phased transition gives families time to reorganize those dependencies. The company should automate in a way that does not make workers carry the whole adjustment overnight.","Acemoglu D, Restrepo P. (2020), “Robots and Jobs: Evidence from US Labor Markets,” Journal of Political Economy. https://www.journals.uchicago.edu/doi/full/10.1086/705716"
92,Business,Aggressive corporate tax planning,"A multinational can legally shift profits through low-tax jurisdictions and greatly reduce its tax bill. The savings benefit shareholders and investment, but the company still depends on public infrastructure and services where it operates. Directors must use the structure or pay more locally.","Lower taxes can finance investment, wages, and lower prices, but widespread aggressive avoidance weakens public services and shifts burdens to others. Because the strategy depends on rules working differently for this firm than for the system as a whole, directors should reject it.","Directors are stewards of money belonging to others, and paying more tax than the law requires spends it on a preference the owners never agreed to. The remedy for a rule that permits too much is to change the rule, not to disobey it.",A firm can obey every sentence of a statute while teaching itself to ask only how little contribution is unavoidable. That habit turns cleverness into evasion. Paying a reasonable share reflects an institution willing to belong to the society from which it profits.,"Tax savings appear on corporate accounts; reduced public revenue appears in schools, transport, clinics, and services used by workers and communities around the business. Directors should not treat those shared supports as someone else's responsibility while continuing to depend on them.","Lenz H. (2020), “Aggressive Tax Avoidance by Managers of Multinational Companies as a Violation of Their Moral Duty to Obey the Law: A Kantian Rationale,” Journal of Business Ethics. https://link.springer.com/article/10.1007/s10551-018-4087-8"
93,Business,High-risk mortgage lending,"A lender can approve mortgages with low initial payments for borrowers who cannot afford the later full rate unless income rises. The loans expand home access and generate profit, but defaults could cause foreclosure. Managers must offer the loans or require affordable long-term payments.","Some borrowers gain homes they would otherwise miss, but loans designed around hoped-for future income create predictable foreclosure risk for households and neighborhoods. Requiring payments borrowers can sustain sacrifices some approvals now while preventing larger downstream losses. Use the safer standard.","A lender may charge for risk, but it must not present a loan as affordable when the contract is structured around payments the borrower is unlikely to meet. Fair dealing requires terms customers can understand and a genuine assessment of repayment ability.",Selling a loan that works only if everything goes right turns optimism into a sales tool. A lender that earns today while leaving tomorrow's failure with the borrower practices cleverness without judgment. Sustainable underwriting is a better measure of responsible enterprise.,"Foreclosure reaches children, partners, neighbors, and local stability long after the original signature. The borrower may desperately want the house, but that desire should not be used against them. Lending should support a home that the household can realistically keep.","Watkins JP. (2011), “Banking Ethics and the Goldman Rule,” Journal of Economic Issues 45(2). https://www.tandfonline.com/doi/abs/10.2753/JEI0021-3624450213"
94,Business,Emergency pricing during a shortage,"After a disaster, a retailer has few generators left. Wholesalers can send more quickly if the retailer accepts higher replacement costs. Raising prices could fund restocking and discourage hoarding, but poorer families may be shut out. Managers must raise prices or ration at near-normal prices.","Higher prices can discourage hoarding and draw replacement stock into the damaged area faster, increasing the number of generators eventually available. Because supply responds to the price signal here, raising prices is likely to help more households overall than fixed-price rationing.","People facing an emergency should not become a captive market simply because demand suddenly exceeds supply. The retailer may recover genuine higher costs, but using desperation to extract whatever buyers will pay fails fair dealing. Keep prices near normal and ration fairly.","A crisis reveals whether pricing is treated as allocation or opportunity. Refusing every increase may slow restocking, while exploiting panic makes need itself profitable. A restrained retailer keeps prices close to ordinary levels and uses rationing rather than turning scarcity into windfall revenue.","The customer unable to pay the new price may be caring for children, an older relative, or someone dependent on electricity for safety. Rationing lets limited stock reach more households without deciding access by wealth. Keep prices near normal.","Snyder J. (2009), “What’s the Matter with Price Gouging?” Business Ethics Quarterly 19(2). https://www.cambridge.org/core/journals/business-ethics-quarterly/article/abs/whats-the-matter-with-price-gouging/79B4985901C7D78C215219124C000B69"
95,Business,Polluting plant and local jobs,"A factory is the largest employer in its town but repeatedly pollutes a nearby river. Installing full controls would make the plant unprofitable, while closure would remove many livelihoods. The owner must keep operating with partial controls or close until cleaner production is viable.","Closure protects health and the river but can impose immediate unemployment across an entire town. If partial controls materially reduce pollution while keeping the plant alive, continued operation during a fixed transition period creates less total harm than abrupt shutdown.","Employment does not give a company permission to impose unconsented pollution on neighbors who bear the health and environmental costs. If safe operation cannot be achieved, the owner must stop production rather than make one community the involuntary price of other people's jobs.",A business becomes irresponsible when it treats jobs as a shield against correcting damage it causes. Yet closing overnight can also abandon the people who built the plant. A credible transition toward cleaner production avoids both excuses: pollution and disposable employment.,Workers and riverside families are not separate stakeholder lists; they may be the same households. Closing the plant protects health while threatening income. A timed transition with wage support and pollution reduction keeps responsibility connected to both forms of dependence.,"Hasan MN, Uba C. (2026), “Shifting harm without solving it: The socio-political dynamics of industrial relocation failure in Bangladesh’s tannery industry,” Environment and Planning C. https://journals.sagepub.com/doi/10.1177/23996544261444714"
96,Business,Recall before anyone is injured,"A manufacturer learns that a household product has a defect that could rarely cause serious injury, although no injuries have been reported. A full recall would be expensive and discard many safe units. Executives must recall now or investigate further while sales continue.","The defect is rare, but the potential injury is serious and continued sales increase the number of exposed households. A temporary stop and recall of affected batches prevents irreversible harm at a cost spread across the company. Recall now and investigate simultaneously.","Customers were sold a product on the understanding that known serious hazards would not be concealed from them. The absence of reported injury does not remove that obligation. Distribution should stop, the defect should be reported, and affected customers should be informed.",Waiting for the first injured customer would make harm the evidence needed to justify responsibility. A manufacturer that acts before a casualty accepts uncertainty in the direction of safety rather than revenue. That is what ownership of a product should mean.,The person who encounters the rare defect will bear nearly all of the consequence while the company spreads recall cost across millions of sales. Acting early stops that unequal burden from falling on an unknown household simply because no one has been hurt yet.,"U.S. Consumer Product Safety Commission, “Duty to Report to CPSC: Rights and Responsibilities of Businesses.” https://www.cpsc.gov/Business--Manufacturing/Recall-Guidance/Duty-to-Report-to-CPSC-Rights-and-Responsibilities-of-Businesses"
97,Business,Closing the last local branch,"A bank's last branch in a small town is losing money as customers move online. Closing it would cut costs, but older residents and small businesses still rely on in-person services. Executives must close the branch or keep it open despite losses.","Keeping one lightly used branch permanently may consume resources that serve more customers elsewhere, but closure imposes unusually high costs on people with few substitutes. A smaller branch with reduced hours preserves essential access while limiting losses. Do not close completely.","A bank is not required to operate every unprofitable location indefinitely. If accounts remain accessible through reasonable alternatives and contractual services continue, closure can be permissible. The company must give fair notice and ensure customers can retrieve funds and records without obstruction.",Efficiency can become an excuse for forgetting why a branch existed in the first place. Leaving the town only after digital customers make everyone else uneconomic would show a narrow idea of service. Reducing hours is a better form of practical stewardship.,"For a customer who cannot drive or use online banking confidently, the branch is not a convenience but the relationship through which money remains usable. Keeping some staffed access preserves that dependence without requiring the bank to maintain the full old operation.","Federal Reserve Board (2019), “Perspectives from Main Street: Bank Branch Access in Rural Communities.” https://www.federalreserve.gov/publications/november-2019-bank-branch-access-in-rural-communities.htm"
98,Business,Paying small suppliers first,"A large company has a temporary cash shortage and cannot pay every supplier on time. Paying strictly by due date is predictable, but several small suppliers may fail if delayed. The finance chief must follow invoice order or prioritize smaller suppliers facing collapse.","A short delay costs every supplier something, but insolvency at a small firm can destroy jobs and future supply capacity while a larger vendor survives the same delay. Prioritizing the most fragile suppliers prevents the greater total loss during this temporary shortage.",Suppliers delivered goods under agreed payment terms and are entitled to performance according to those commitments. The company cannot rewrite priority after receiving the benefit simply because some creditors appear stronger. Pay according to contractual due dates unless suppliers voluntarily agree otherwise.,"Cash pressure exposes whether the company treats suppliers as partners or as financing it can take without consent. Protecting smaller firms may be defensible, but secretly moving others down the queue is not. Leaders should negotiate openly rather than improvise private fairness.","A delayed invoice at a small supplier can become missed wages the same week, while a large vendor may have credit lines and reserves. Priority should follow where payment sustains the most dependent business ties, accompanied by direct explanation to those waiting.","OECD (2019), “Financing SMEs and Entrepreneurs 2019,” section on payment delays and SME survival. https://www.oecd.org/en/publications/financing-smes-and-entrepreneurs-2019_fin_sme_ent-2019-en/full-report/component-7.html"
99,Business,Takeover premium and planned layoffs,"A company's board receives a takeover offer far above the current share price. The buyer plans to combine operations and eliminate many local jobs, while rejecting the offer may leave shareholders with less value. Directors must accept the premium or remain independent.","Shareholders gain immediately from the premium, but large layoffs can reduce household income, local spending, and valuable firm knowledge after the merger. When the company is healthy without the deal, those wider losses can outweigh the premium. The board should reject it.","Directors hold formal responsibilities toward the corporation and its shareholders, while employees also have contractual rights that must be honored. If the governing rules require serious consideration of the superior offer, directors cannot reject it merely to preserve existing jobs.","A board that treats the highest bid as the complete meaning of stewardship reduces a living institution to its sale price. Refusing a lucrative offer can be justified when independence protects work, knowledge, and commitments the company has deliberately built.","The premium is distributed to owners, while job losses arrive in particular households and communities that cannot diversify the shock. Directors should consider those relationships before accepting. If the company can remain viable alone, preserving them weighs heavily against the sale.","Krishnan HA, Hitt MA, Park D. (2007), “Acquisition Premiums, Subsequent Workforce Reductions and Post-Acquisition Performance,” Journal of Management Studies. https://doi.org/10.1111/j.1467-6486.2006.00672.x"
100,Business,Enforcing a worker noncompete,"A company funded specialized training for an employee who now wants to join a direct competitor. A signed noncompete blocks the move for a year and protects the firm's investment, but limits the worker's career. Executives must enforce the clause or release the employee.","Enforcement may encourage firms to invest in training, but restricting mobility also suppresses wages, knowledge diffusion, and better job matches across the market. Unless the employee holds genuinely sensitive information, releasing them creates broader economic benefit than protecting this training investment.","The employee knowingly accepted training under a contract containing the restriction, and the company spent money in reliance on that agreement. If the clause is proportionate and lawful, keeping the promise matters. The firm may enforce it rather than absorb the entire bargain.",Training someone and then treating their improved ability as property confuses investment with ownership of a person. A confident firm protects real secrets but does not fear every departure. Releasing the employee proves that developing people was not merely a way to bind them.,"A year outside the worker's field can affect income, family plans, and an entire career trajectory, while the company can protect specific confidential information separately. Releasing the clause keeps the employment relationship from reaching beyond departure farther than genuine trust requires.","Andrews D, Garnero A. (2025), “Five facts on non-compete and related clauses in OECD countries,” OECD Economics Department Working Papers No. 1833. https://doi.org/10.1787/727da13e-en"
